id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
2304544,Shawnee,US,5017 Millridge Street,66226,KS,,4,4,"WOW! Move in ready beautiful 2 story, 4 BDRM, 3.5 BA home on large lot! Enjoy updated kitchen with granite counters,  newer appliances and gorgeous hardwood floors throughout the main floor. Upstairs is large master with private bath & walk-in closet and 2 more nice sized bedrooms and a full bath. The daylight lower level features a family room, 4th bedroom and 3rd full bath. All on a huge fenced lot with an in-ground sprinkler system, patio and fenced off garden area! Award winning schools!  Neighborhood pool!","Traditional, Single Family - Shawnee, KS",39.03727749999999,-94.8369752,257500,2021,squareFoot,2000,,squareFoot,Single Family Detached,Purchase,2,2019-01-12 09:46:20.762+00,,30,awesome
2302722,Gainesville,US,8989 SW 64th Lane,32608,FL,,2,3,"Immaculate corner-lot home in Eloise Gardens, built by Paul McArthur. Featuring a 2,057 sq/ft 2-way split floor plan, 3 bedrooms, 2 baths and updates throughout, this one is truly turn-key! 10-foot ceilings, crown molding and hardwood flooring throughout. Premium ceiling fixtures and recessed lighting. Surround sound audio in great room and patio. Granite countertops, designer faucets and undermount sinks in the open kitchen and in both bathrooms. Kitchen also features cabinet lighting, stainless appliances, a gas stovetop, breakfast bar and eat-in nook. Large master features french doors and a huge walk-in closet. Master bath offers a soaking tub, walk-in shower, private lavatory and split granite vanities. 30ft x 10ft screened lanai with summer kitchen, including a beverage cooler and gas burner. Fenced yard offers installed pavers for outdoor entertaining. Recently painted interior and exterior. Eloise Gardens provides partial landscaping, a playground and common green space. Zoned for Wiles Elementary, Kanapaha Middle and Buchholz High. Convenient location! Close to Shands, I-75, Haile Planation Golf and Country Club, shopping and dining.","Traditional, Detached - Gainesville, FL",29.5945792,-82.4380573,329000,2057,squareFoot,2006,6534,squareFoot,Single Family Detached,Purchase,2,2019-01-12 09:30:45.365+00,,29,awesome
2301778,Louisville,US,3338 Dean Dr,40220,KY,,2,3,"Rarely do you find a home not only updated cosmetically. but taken care of extensively such as this home has been!  Beautiful Hardwood floors throughout, remodeled kitchen with recent stainless appliances, Two Full Baths on main level (super rare!) one remodeled, the other has been updated nicely, bedrooms are good size and even accommodates a king size.  Plus, the expensive things have all been replaced in recent years - Gilkey Windows, York HVAC, Roof and Water Heater!!  Open and bright, plenty of sunshine, great lot with a nice deck, patio, all fenced and larger than most in the area.  Even plenty of room for a garage!  Basement has been waterproofed with lifetime warranty and some partial finishing, wouldn't take much to complete for extra square footage.  Beat the spring rush!!","Single Family Residence, Ranch - Louisville, KY",38.2108239,-85.65554870000001,179900,1160,squareFoot,1954,9147.6,squareFoot,Single Family Detached,Purchase,,2019-01-12 09:23:59.585+00,,29,awesome
2296899,Henrico,US,9209 River Road,23229,VA,,3,3,"Rare offering on River Rd near Collegiate schools. Stately all brick Colonial located in Dorset Woods on over an acre lot! Beautiful hardwood floors throughout with crown/chair rail moldings. Formal dining room with chandelier and living room with wood burning fireplace. Family room with wood burning fireplace, wood paneling, and built-in bookcases. Eat-in kitchen with stainless steel appliances and loads of cabinet space. Florida room with glass window surround and separate HVAC package unit. Master bathroom with walk-in closet and attached master bath with updated shower. Attic has huge storage area. Paved driveway, detached storage shed, and large wooded backyard in desirable neighborhood! Many established English boxwoods as well. This home offers so many possibilities for expansion to capture the amazing location and unlimited top end of value in the community. Don't miss this one!","Colonial, Detached - Henrico, VA",37.57890270000001,-77.5963563,424950,2448,squareFoot,1956,46086.48,squareFoot,Single Family Detached,Purchase,,2019-01-12 08:22:48.074+00,,29,awesome
2295988,Cedar Rapids,US,6447 Quail Ridge Drive SW,52404,IA,,3,3,"Bright and spacious, step inside this immaculate ranch condo with vaulted ceilings, gas fireplace, rear deck, front porch, formal dining, large kitchen, master suite with double vanity and walk-in closet, plus a finished walkout lower level with rec room, huge 3rd bedroom, 3rd full bathroom, and a large storage room with a shop area equipped with extra outlets and lighting. Enjoy the quiet culdesac street, main floor laundry, and 2-stall garage. Pets are allowed, see attached restrictions and HOA docs or call listing agent to request a copy.","Ranch, Condo/Zero Lot - Cedar Rapids, IA",41.96660199999999,-91.75347699999999,189900,2332,squareFoot,1999,,squareFoot,Other,Purchase,,2019-01-12 08:08:22.258+00,,28,awesome
2292986,Cape Canaveral,US,110 Portside AVE,32920,FL,101,2,3,,"Villa Attached - CAPE CANAVERAL, FL",,,238700,1562,squareFoot,2004,,squareFoot,Other,Purchase,,2019-01-12 07:30:34.444+00,1,0,bad
2250102,Phoenix,US,1701 E Colter Street,85016,AZ,356,2,3,"WONDERFUL 3 Bedroom 2 Bath unit has carpeting, 2 tone paint, tile floors in bathrooms and laundry and Granite Counter tops in kitchen and bathrooms~ Unit is spacious and will be ready for a February 9, 2019 move in.  Unit has a gas fireplace in family room, ceiling fans in all rooms and ALL appliances are in unit.  Water, sewer, garbage and gas are included in the rent.","Apartment Style/Flat, Contemporary - Phoenix, AZ",33.511652,-112.044915,1695,1412,squareFoot,2003,,squareFoot,Apartment,Rent,,2019-01-06 07:08:19.805+00,,12,good
2232782,Beaverton,US,20897 SW PARKER CT,97078,OR,,4,3,"Private corner home surrounded by protected green spaces. Completely remodeled - move in ready. New roof, furnace, water heater, windows, doors, floors, granite and more! Appliances included. 3 beds and 2 full baths plus a separate bonus room/studio/guest quarters has half bath, private entrance and garage. Make this space your own.","Single Family Residence, Traditional,2 Story - Beaverton, OR",45.483398,-122.892925,385000,1656,squareFoot,1992,7405.2,squareFoot,Single Family Detached,Purchase,,2019-01-04 12:13:16.271+00,,29,awesome
2232711,Redmond,US,6460 NW ATKINSON AVE NW,97756,OR,,3,3,"Rare opportunity to own one of the few riverfront homes in Tetherow Crossing.  This beautiful NW style home overlooks the Deschutes river, has large entertaining areas outside and views of the Cascade Mountains. The big maintenance items have all been taken care of, including a new roof, siding, paint inside and out. Enjoy the large kitchen with brand new stainless steel appliances.  So much to see and little to do - just unpack.","Single Family Residence, 2 Story,NW Contemporary - Redmond, OR",44.317586,-121.24821,595000,1779,squareFoot,1992,71438.4,squareFoot,Single Family Detached,Purchase,,2019-01-04 12:12:40.932+00,,29,awesome
2227521,PORT CHARLOTTE,US,21930 HAINES AVENUE,33952,FL,,2,2,"Rare opportunity to own a single family home at a great price. Most of the knocking down and removal has been completed. The kitchen and main bathroom plumbing fixtures have been removed as well as some of the flooring & walls. Saving you money on the removal effort. With your smart ideas and work this will become beautiful home. The home is to be purchased with an  'As Is' condition with right to inspection but no further work, removals and warranties will be given or undertaken.","Single Family Residence, Bungalow - PORT CHARLOTTE, FL",26.993823,-82.092058,49500,1203,squareFoot,1961,7840.8,squareFoot,Single Family Detached,Purchase,2,2019-01-04 09:44:01.115+00,,29,awesome
2221403,Silverhill,US,21530 1st Street,36576,AL,,4,3,"Your DREAM HOME awaits! This gorgeous CRAFTSMAN style home is rich with character from the massive front porch to the secret garden. You'll enter the home to a 2 story foyer as your gaze is drawn to the great room with vaulted ceiling with floor to ceiling fireplace and built-in bookshelves. Your custom kitchen features leathered granite counter tops, butcher block island, brick surround over the stove, eat-in dining and more built-ins. Master en suite is complete with windows, windows and more windows overlooking the private backyard retreat with access to the back patio. Master bath features claw-foot tub, walk in shower and double vanity. There is NO CARPET in the main home! With 3 full bathrooms your guests will have maximum privacy and use of your home. The 3 car garage features rear entry, golf cart door, half bath and bonus room upstairs!! Let your imagination run wild! 3 ACRES of room to roam includes, custom landscaping, secret garden, dog run, raised flower/vegetable garden, storage shed, french drains, irrigation system and fencing. The remote access, gated entrance gives security and privacy. METAL ROOF. NEW HVAC & spray foam insulation for low utilities. Two 40g water heaters so you'll never run out of hot water! You won't want to miss out on this RARE FIND in quaint Silverhill! THIS HOME HAS BEEN PRE-INSPECTED AND COMES WITH AN 18 MONTH HOME WARRANTY!!","Craftsman, Residential Detached - Silverhill, AL",30.538886,-87.745995,409900,2909,squareFoot,2004,130680,squareFoot,Single Family Detached,Purchase,,2019-01-04 07:12:46.205+00,,35,awesome
2221037,Scottsdale,US,7710 E GAINEY RANCH Road E,85258,AZ,233,2,2,"Guard Gated Community in Gainey Ranch. Furnished 2 bedroom 2 bath Private End Unit on 2nd floor feels like a contemporary Tree House. Updated space is Light and Bright with Wood Laminate Floors, Full Size Washer and Dryer and One Car Garage.  Living Room with Fireplace and access out to a covered patio with BBQ. Ample Dining Room and remodeled kitchen with Granite Counters, Maple cabinetry and stainless Appliances. Master Bedroom offers a Walk-In Closet and Full Bath. Big Guest Bedroom and Bath is perfectly appointed to please any guest. The Courts have a private Heated Pool and Spa but the BONUS is The Estate Club, next door, which offers 7 Lighted tennis courts, Olympic pool, gym and workout center with ellipticals, treadmills, bikes, and rowing machines. Community of 70 Townhomes. The Courts at Gainey is a small collection of 70 units that places you close to all of the shopping, resort amenities and lifestyle you are looking for. Upstairs unit provides privacy and views from the patio.Just minutes to Fashion Square and downtown Scottsdale. There is a MONTHLY FEE OF $50 for use of the Estate Club. 
MONTHLY HOA PAID BY LANDLORD INCLUDES: Guard Gate Security, Exterior Maintenance of Unit, Roof Repair and Roof Replacement, Water, Sewer, Garbage Collection, Basic Cable, and Common Area Maintenance. THE ONLY UTILITY THE RENTER MUST PAY IS ELECTRICITY.","Townhouse, Contemporary - Scottsdale, AZ",33.571439,-111.909641,1800,954,squareFoot,1986,,squareFoot,Townhouse,Rent,,2019-01-04 07:07:24+00,,50,awesome
2219268,Fort Lauderdale,US,1331 SW 44th Ter,33317,FL,1,1,1,great 1/1 new paint tile floor no hoa fast approval,"Residential Rental, Duplex/Tri/Quad-Annual - Fort Lauderdale, FL",26.104253,-80.208248,1000,,squareFoot,1957,,squareFoot,Duplex,Rent,,2019-01-03 11:36:42.572+00,,0,bad
2218395,New York,US,200 East 94th Street,10128,NY,316,1,1,"Residence #316 is a 1 bedroom, 1 bath home in immaculate conditions. This beautiful layout of traditional design and the clean lines of contemporary style, features two sizeable closets, wide plank oak flooring, LG washer/dryer and a very big living room. The lovely kitchen is outfitted with top-of-the-line stainless steel appliances, caeserstone counters with Carrara Marble accents and includes a breakfast bar with room for seating. The bathroom is gorgeous with Caldia marble floors and feature walls, giving it that clean and crisp look. Reimagined by legendary Robert A. M. Stern Architects and developed by well-known Related Companies, this 24-hour doorman and concierge building is being celebrated as one of the finest condo re-developments. Timeless elegance and vibrant amenity space include: a ground-level indoor pool with adjacent outdoor sun bathing patio, half-acre private courtyard sanctuary, Equinox-like fitness center and yoga room, sun-filled playroom, entertainment lounge, and impressive roof terrace with barbecue grill area and panoramic views of Central Park, the East River and iconic Midtown skyline. Parking garage with valet service and bike storage are also available. Located with ideal proximity to Central Park, Whole Foods, Fairway, Museum Mile, private schools and fine dining at nearby Paola's, Sarabeth's & The Writing Room. Nearby transportation includes: 4, 5, 6 trains on 86th Street and the 6 train on 96th Street. This is Five Star living at its finest!","Condo - New York, NY",40.783605,-73.949874,1150000,,squareFoot,1987,,squareFoot,Condominium,Purchase,,2019-01-03 11:25:02.851+00,,11,good
2217933,Redford,US,16577 BRADY,48240,MI,,1,2,"Super clean and sharp 2 bedroom brick ranch with 932 SQFT.  Updated Kitchen with updated tiled flooring, gorgeous backsplash and all appliances included.  Updated Bath.  Newer roof, furance, and windows.  2 spacious bedrooms.  Large living room and dining room combo.  Huge lot.  2 car garage. Excellent Land contract terms available at $99,000.","Ranch - Redford, MI",42.409936,-83.288029,89000,932,squareFoot,1941,7840.8,squareFoot,Single Family Detached,Purchase,,2019-01-03 11:21:48.998+00,,11,good
2214893,Lockport,US,1019 MCCAMERON Avenue,60441,IL,2,1,2,"A NICELY REMODELED COMPLETELY MOVE IN CONDITION 2 BDRM DUPLEX.   COME SEE THIS AMAZINGLY AFFORDABLE PLACE! RECENTLY UPDATED. RECENT IMPROVEMENT INCLUDE: FRESH PAINT,UPDATED KITCHEN & BATH, LAMINATED NEWER FLOORING THRU OUT.  PLUS A SHARED GARAGE W ONE STALL. FRIDGE, STOVE, WASHER & DRYER IN UNIT. ONE BEDROOM HAS BALCONY.  LOTS OF CLOSETS. TENANT RESPONSIBLE FOR ALL UTILITIES.Tenant responsibility for snow removal LANDSCAPING INCLUDED. SHARED GARAGE.","Residential Rental - LOCKPORT, IL",41.601394,-88.037225,1000,0,squareFoot,1957,,squareFoot,Single Family Attached,Rent,1,2019-01-03 09:55:58.05+00,,11,good
2214457,College Point,US,3-03 Soundview Ln,11356,NY,B,3,4,,"Rental Home, Apt In House - College Point, NY",40.794951,-73.848027,3400,,squareFoot,2014,,squareFoot,Apartment,Rent,,2019-01-03 09:47:13.546+00,,11,good
2213178,Eustis,US,2628 WINCHESTER CIRCLE,32726,FL,,2,3,"Large, shady oak tree in the front yard is perfect to put up a swing or enjoy the privacy fenced backyard from your patio, perfect for BBQ's. This conveniently located 3bed/2bath home in Winchester Estates won't last long so hurry in to see it.","Single Family Residence - EUSTIS, FL",28.846913,-81.656106,150000,1174,squareFoot,1999,4791.6,squareFoot,Single Family Detached,Purchase,1,2019-01-03 09:34:45.758+00,,11,good
2213103,Sayreville,US,46 Albert Drive,8859,NJ,,2,5,"Come and see this beautiful split level located in a very nice section of town close to many main roads and highway as well as local commerce and many points of interest. enjoy this spacious home, 5 bedrooms 2 bathrooms, finished basement and large backyard with deck. you have to see this one for your self before is gone!","Residential - Sayreville, NJ",40.463725,-74.298963,324500,,squareFoot,1950,6930.4,squareFoot,Single Family Detached,Purchase,,2019-01-03 09:33:31.326+00,,11,good
2210925,Mt Washington,US,192 Scenic View Dr,40047,KY,,3,4,"This lovely brick and vinyl home is perfect for a growing family with 4 bedrooms and 3 full baths. Entering the home is a vaulted great room opening to the Eat-in kitchen with gorgeous wood flooring. The wood flooring is throughout the first floor. Also on the first floor is an en-suite master bedroom with a large walk in closet, 2 additional bedrooms and the second full bath. The laundry is on the first floor as well, tucked behind bifold doors. Downstairs is the fourth bedroom, 3rd full bath and a large family room. The nearly 1/2 acre lot can be accessed either from the deck off the kitchen or the family room in the lower level. The back yard is completely fenced and ready for a new family to enjoy.","Single Family Residence, Ranch - Mt Washington, KY",38.011352,-85.574576,210000,2283,squareFoot,2001,20908.8,squareFoot,Single Family Detached,Purchase,2,2019-01-03 08:29:02.711+00,,29,awesome
2210646,Eight Mile,US,4904 JARRETT ROAD,36613,AL,,2,3,"Say Yes to this 3 bedroom 2 bath home, over 1/2 acres lot, The exterior and Interior has been recently painted, A/C unit replaced in 2018, both bathroom new toilets, carpet in the bedrooms and ceramic tile in the wet areas and much more.  Call today to schedule your personal showing.","Ranch, Single Family - EIGHT MILE, AL",30.76216,-88.174582,98800,1300,squareFoot,1981,,squareFoot,Single Family Detached,Purchase,,2019-01-03 08:25:50.203+00,,12,good
2200312,Palmdale,US,3255 E Avenue R Spc 142,93550,CA,.,2,2,"New Roof!, Just remodeled kitchen.","B - Palmdale, CA",34.57306,-118.07158,70000,1248,squareFoot,1982,,squareFoot,Mobile Home,Purchase,,2019-01-02 07:53:36.918+00,,0,bad
2192619,Springfield,US,168 38TH PL,97478,OR,,1,3,Nicely updated home with Vaulted ceilings and fireplace in living room. New flooring. Designer colors. Beautifully updated kitchen. Some fresh interior paint. Double garage.  Nice sized yard awaiting your ideas. See it today. A great place to start..,"Single Family Residence, Ranch,1 Story - Springfield, OR",44.04659,-122.971784,210000,1122,squareFoot,1978,6969.6,squareFoot,Single Family Detached,Purchase,,2018-12-30 09:26:58.355+00,,6,good
2191629,Bronx,US,"3600 Fieldston road, #5A",10463,NY,5A,1,1,"Update December 13, 2018: Accepted Offer, still showing for backup offers.    Update: photos coming shortly, Estate Condition    Walk to Everything You Need!! Live in the Heart of Central Riverdale and create your own unique home. East Facing, pet friendly, quiet, and safe. Bring your unique vision to life with this open canvas that is located right in the middle of everything great that Central Riverdale has to offer.    Subway, Johnson ave shopping, Riverdale ave restaurants, buses, and Broadway retail stores are all within walking distance. This location just Makes Life Easy!!    Please contact the &quot;Listing Agent&quot; directly for a personal showing and the most Accurate Property Information available. Please contact the &quot;Listing Agent&quot; directly for a personal showing and the most Accurate Property Information available.","Single Family Coop - Bronx, NY",40.885996,-73.906734,172500,650,squareFoot,1942,,squareFoot,Stock Cooperative,Purchase,0,2018-12-30 08:57:32.712+00,,0,bad
2184881,Pegram,US,1320 Old Charlotte Pike,37143,TN,,2,3,"Secluded Panoramic Views on 5.27 Acres! Just 20 mins to Music Row! Stone fireplace and cathedral wood ceiling in Great Room. Update kitchen with granite, stainless steel appliances, tile backsplash and island. Open floorplan. Master Suite with private outdoor balcony and open loft. Oversize garage, perfect workshop area! Barn has loads of potential. Walking trail through the woods to the creek!","Site Built, Other - Pegram, TN",36.132909,-87.022774,374900,2150,squareFoot,1996,229561.2,squareFoot,Single Family Detached,Purchase,2,2018-12-29 11:44:12.457+00,,29,awesome
2183953,Jackson,US,38 Crooked Stick Road,8527,NJ,,2,2,"TOLL BROS. EXPANDED CORSICA PROVINCIAL SITUATED ON A PREMIUM OVERSIZED 10K SQ FT LOT W/174 FT OF FRONTAGE AND BEAUTIFUL GOLF COURSE VIEW. FEATURING OPEN FLOOR PLAN, ENTRY HALL W/HARDWOOD FLOOR & COFFERED CEILING. CENTER-ISLAND KITCHEN W/EXPANDED BREAKFAST AREA, CHERRY-STAINED CABINETRY, GRANITE COUNTERS, TILE BACKSPLASH, GOURMET PKG W/WALLOVEN & NEW GAS COUNTERTOP RANGE, BRAND NEW REFRIGERATOR, FRENCH DOOR TO 30 FT PAVER PATIO, LIBRARY/DEN/OPT'L 3RD BDRM, HUGE 30 FT MASTER SUITE W/SITTING RM & TRAY CLG, MSTR BATH W/SOAKING TUB. ATTIC STORAGE, SECURITY SYSTEM, RECESSED LIGHTS, FRESHLY PAINTED INTERIOR, CUSTOM BLINDS, DRAPERIES, PELLA STORM DOORS, CROWN MOLDINGS, 10 FT CEILINGS. NEW WASHER & DRYER. BUYER RECEIVES 1 YEAR HMS WARRANTY PAID FOR BUY SELLER AT CLOSING.","Detached - Jackson, NJ",40.097187,-74.281684,359800,2044,squareFoot,2004,,squareFoot,Single Family Detached,Purchase,,2018-12-29 11:33:56.512+00,,0,bad
2183708,TEMPLE TERRACE,US,9805 N 52ND STREET,33617,FL,,2,3,"Move in ready 3 bedroom 1.5 bath townhouse with a NEW Roof, A/C, and paint inside and out in 2018! No HOA Fees! The home features private driveway, a flex space/sun room and enclosed back yard with low maintenance landscaping. The sun room roof was completely replaced in 2018. There are lots of storage options including a spacious closet under the stairs and large linen closet in the bathroom. The home has easy access to I275, USF, Busch Gardens, Hospitals and shopping. Come see this affordable home today!","Townhouse - TEMPLE TERRACE, FL",28.038267,-82.397267,134900,1600,squareFoot,1977,2613.6,squareFoot,Townhouse,Purchase,,2018-12-29 11:26:00.316+00,,29,awesome
2182966,Bronx,US,315 West 232nd Street,10463,NY,1-F,1,1,".... Beautifully renovated apartment in well maintained building with part time doorman. Great light and open space. Newly finished hard-wood floors. New stainless steel appliances,cabinets and counter tops. Tastefully finished bathroom with Jacuzzi Bath-Tub. Gorgeous South facing one bedroom apartment and 1 full bath. (800sqf).Ample closets with plenty of storage space, Mint move-in ready apartment steps to the #1 train, buses and shops. Great building with doorman, bike room*, storage room, and live-in Super. Excellent location...Newly renovated Laundry room, in the basement of the building. Electric fireplace in the living room. Lots of windows. Street parking is almost always easy to find. Perfect apartment to come home to after a stressful day! *Board approval required. Will not Last!","Single Family Coop - Bronx, NY",40.882309,-73.907631,2350,750,squareFoot,,,squareFoot,Apartment,Rent,0,2018-12-29 10:53:27.492+00,,8,good
2182634,Euless,US,703 Live Oak Drive,76040,TX,,3,5,"GUEST HOUSE.....Two story home with two living and two dining, master bedroom downstairs and two bedrooms upstairs. Guest house in back has two bedroom, one bath. Guest house in great shape and ideal for a renter or perfect for extended family. New ac new hardwoods floors new bathrooms and new appliances. Great find...","RES-Single Family - Euless, TX",32.828503,-97.118968,299900,3372,squareFoot,1967,9278.28,squareFoot,Single Family Detached,Purchase,2,2018-12-29 10:44:43.034+00,,8,good
2175040,Fresno,US,867 S park circle Drive,93727-4523,CA,,2,2,"occupied property, inspections not available - sold as-is. No for sale sign. Contact with occupants is prohibited.The online auction start date is 12/24/18 and ends on 12/26/18, Please direct any interested buyers to create an account and register on www.auction.com. For additional information feel free to contact us at","Single Family Residence - Fresno, CA",36.734204,-119.701977,136400,1293,squareFoot,1952,22215.6,squareFoot,Single Family Detached,Purchase,0,2018-12-29 08:00:35.985+00,,6,good
2169894,Brock,US,1105 Grindstone,78087,TX,F,2,4,New construction six plex in Brock ISD.  Spacious floor plan with fenced back yard.,"RES-Condo, Traditional - Brock, TX",32.754964,-97.791085,1725,1713,squareFoot,2018,,squareFoot,Condominium,Purchase,0,2018-12-27 09:01:09.504+00,,0,bad
2168789,RIVERVIEW,US,10703 3RD STREET,33569,FL,,2,3,"Beautiful 3 bedroom, 2 full baths manufactured home. Fenced in, half acre plus, in a quiet Riverview neighborhood. Plenty of shops and restaurants nearby and only 20 minutes to Tampa and Brandon. New floors in the 2 bedrooms as well as new carpet in the master suite and living room. A huge garden tub in the master bath Manufactured home, ows for a great retreat. New range in the kitchen. Great home for a family with many schools to choose from in the area. Very large screened in front porch and a fenced in front yard. Plenty of room to expand out back as well.","Manufactured Home - RIVERVIEW, FL",27.844574,-82.308845,155000,1450,squareFoot,2010,23522.4,squareFoot,Manufactured Home,Purchase,,2018-12-27 08:36:34.013+00,,8,good
2168270,Oconomowoc,US,W398n6162 Mary Ln,53066,WI,,2,3,"This charming Lakefront home has a gorgeous view of beautiful Lac La Belle.  The home is fully furnished 3 bedrooms 2 baths w/sunroom overlooking the back yard which includes a deck that expands to a gas fire pit overlooking the lake.  Also included a finished basement w/game room, washer and dryer and 2 car garage.  When you are relaxed head to the charming downtown of Oconomowoc for shopping in one of the many local shops and/or eat at a locate restaurant.  Enjoy lake living at it's best.","1 Story - Single Family/Detach,View of Water,Waterfrontage on Lot",43.1324,-88.535849,2500,,squareFoot,,,squareFoot,Single Family Detached,Rent,,2018-12-27 08:34:50.197+00,,8,good
2151664,Torrance,US,1549 West 224TH Street,90501,CA,203,2,3,"Unique Remodeled 3 bedroom 1.5 bath top corner unit in an up and coming area of Torrance. This unit consist of NEW paint throughout, NEW Flooring throughout, Open Remodeled Kitchen with NEW Cabinets, NEW light fixtures, NEW Kitchen counter tops, NEW living room recessed lighting, Both bathrooms were Remodeled with Beautiful NEW tile flooring, NEW shower tile, NEW fixtures, NEW Sink & Toilet, a Unique barn door was installed in the Master Bath, Unit has its own private patio, Building is going through a new transformation which will elevate values in the immediate area. New surveillance cameras. Remodeled laundry room with New machines. AGENTS PLEASE SEE PRIVATE REMARKS","Condominium - Torrance, CA",33.823456,-118.305533,2289,,squareFoot,1962,14404,squareFoot,Condominium,Rent,0,2018-12-23 07:19:43.252+00,,7,good
2147879,Yaphank,US,135 Waldorf Dr,11967,NY,,2,4,Please call listing agent for serious inquiries,"Single Family Detached, Victorian - Yaphank, NY",40.838587,-72.868159,2900,2000,squareFoot,2005,,squareFoot,Single Family Detached,Rent,0,2018-12-22 09:56:05.953+00,,9,good
2135883,Crete,US,919 Hawthorne Avenue,68333,NE,,0,0,"This 2 bedroom, 1.5 bath home has all wood floors, a fenced yard, and sits on an L-shaped lot that includes a 2-car detached garage. Selling as is. Fix up for a great home or investment property. Contact us today to see this one!","1.00 Story, Detached Residential - Crete, NE",40.621878,-96.955874,79900,1014,squareFoot,1922,,squareFoot,Single Family Detached,Purchase,2,2018-12-21 09:14:39.331+00,,29,awesome
2132174,BROADWAY,US,298 TOWER DRIVE,27505,NC,,3,3,"- NICE 3 BDR/2.5 BATH HOME LOCATED IN THE SUBDIVISION OF TINGEN PLACE IN BROADWAY. HOME FEATURES LAMINATE FLOORING THROUGHOUT FIRST FLOOR. SPACIOUS LIVING ROOM W/ FIREPLACE. KITCHEN HAS GRANITE COUNTERTOPS, PANTRY, TILE BACKSPLASH, STAINLESS STEEL APPLIANCES, EAT IN KITCHEN AREA AND FORMAL DINING ROOM. MASTER BEDROOM WITH WALK IN CLOSET. MASTER BATHROOM HAS SEPARATE SHOWER AND GARDEN TUB. OTHER TWO BEDROOMS ARE WELL SIZED. LARGE FENCED BACKYARD WITH TWO SHEDS, COVERED BACK PATIO, TWO CAR GARAGE.","Rental, Two Story - BROADWAY, NC",35.315597,-79.025123,1150,,squareFoot,,,squareFoot,Other,Rent,2,2018-12-21 07:47:58.701+00,,8,good
2127363,Norman,US,2905 Windmill Circle,73072,OK,,3,4,Extremely well kept 4 bedroom 2.5 bathroom home in Norman. Just through the front door is the second living room that has access to the dining room as well as the front door. Past there is the main living room that is very open with a beautiful brick fireplace and an easy transition into the dining room and kitchen. Off to the left side of the living room is a double door that leads to the sun room with a great view of the backyard. There are 3 large bedrooms and 2 full bathrooms along with a half bathroom that is connected to the laundry room. The master bedroom features a personal bathroom as well as access to the sun room.,"Traditional, Single Family - Norman, OK",35.188095,-97.464173,190000,1989,squareFoot,1979,,squareFoot,Single Family Detached,Purchase,,2018-12-20 10:26:53.904+00,,29,awesome
2123677,MIDDLETOWN,US,1451 GOODWICK DR,19709,DE,,3,3,"Ryan Homes at The Preserve at Deep Creek offers the best value for a new home in Middletown and the Appoquinimink School District in a convenient location. The community also features a low maintenance lifestyle with yard maintenance included. This listing, the DAVENTRY, is for a to be built home which can take as few as 90 days.","Detached, Single Family - MIDDLETOWN, DE",39.485721,-75.677535,335990,,squareFoot,2018,8276.4,squareFoot,Single Family Detached,Purchase,,2018-12-20 08:55:19.13+00,,8,good
2122886,"JC, Bergen-Lafayett",US,9 MADISON AVE,7304,NJ,1,2,2,Historic Brownstone Apartment Huge 2 Bedroom /2 Bath  located on a beautiful tree lined block. Lots of storage/closets. Duplex Living  space. Available ASAP. Large open kitchen and Huge Master Bedroom with oversized windows. Access to Private Back Yard. Easy Commute to NYC. 5 min bus ride to Journal Square or Grove St Path. Full Basement posible home office/Study and Laundry hook-ups.,"Brownstone,Multi-level, Multi Family - JC, Bergen-Lafayett, NJ",40.714939,-74.073474,2200,,squareFoot,,,squareFoot,Single Family Attached,Rent,,2018-12-20 08:23:10.138+00,,10,good
2116136,Detroit,US,4860 BUCKINGHAM Avenue,48224,MI,,1,3,"Subject address is included as part of a 6 Property Bundle Sale Totaling $45,000. Each deed shall represent a sale price of $7,500, per property. Minimum total construction costs may exceed $301,200. Addresses included: 4628, 4668, 4701, 4800, 4860, 4876 Buckingham. All offers must be supported by Proof of Funds for both the Purchase Price, as well as the construction costs. The sale of said property is open to homeowners, investors and developers. The Seller will consider a rehab proposal or a tear down & new build proposal. If the Buyers Offer to Purchase includes a new build proposal, the Purchaser shall present construction plans or precedent architectural images of proposed development. Seller Addendum's to be provided upon acceptance of qualifying offer. This sale is contingent upon Buyer & Seller execution of a Development Agreement. Buyer to verify all room sizes. Contact listing broker with additional questions. See Additional Attachments for Offer Requirements.","Colonial - Detroit, MI",42.400188,-82.942964,7500,2054,squareFoot,1928,4791.6,squareFoot,Single Family Detached,Purchase,,2018-12-19 12:07:10.603+00,,1,bad
2114532,Port Angeles,US,801 Cottonwood Lane,98362,WA,,1,1,"Cute and affordable 1-bedroom home in Port Angeles. Would make a great starter home or rental investment. Updated windows, hardwood flooring, brand new gutters. Nice little home at a great price- take a look!","Site Built/Single Res., Cottage - Port Angeles, WA",48.09356,-123.357598,125000,476,squareFoot,1935,9147.6,squareFoot,Single Family Detached,Purchase,,2018-12-19 11:41:33.083+00,,15,good
